,expr
12467,$p=F(x)=\mathsf{Pr}r(X\le x)$
12468,$\frac{d}{dp}(1-p)^{-1}=(1-p)^{-2}=q^{-2}$
12469,$Y=-X$
12470,$0.7168 \times 591.25 = 423.8$
12471,$L(t)=S(T^{-1}(t))=\{ S(\omega)\mid T(\omega)=t \}$
12472,$a = v^2 / r$
12473,$a\le \rho(X)\le b$
12474,"$Y_{0,t}:=\sum_{d>t} X_{0,d}$"
12475,$a_0=x_0$
12476,$L_\sigma=F_L^{-1}(\tau_\sigma^{-1}(U))$
12477,$0.5 < t < 1$
12478,$\nu (\Delta X_k-L_k)$
12479,$\mathsf{TVaR}_\alpha(X)\le \omega$
12480,$(-2N\log(1-p))^{1/2}=22.49$
12481,$s_3=1$
12482,$(1+r)Z=\mathsf Q/\mathsf{P}$
12483,"$100K, \$"
12484,$\rho_{g}$
12485,$\mathcal E$
12486,$\bar P_{act} = \bar P + F_0 > \bar P$
12487,$\phi(p) = g'(1-p)$
12488,"$\pi_h^{L,R}$"
12489,$k_i$
12490,$-\rho(-X)$
12491,$\mathsf{MON}'$
12492,$q_\zeta$
12493,$V(\mu)=\mu^3$
12494,$M_i(t)=C_i(t)$
12495,$c(y;\nu)$
12496,$\beta_i(a)g(S(a))=\mathsf{E}_{\mathsf{Q}}[(X_i/X) 1_{X>a}]$
12497,$m(1-\frac{m}{n})$
12498,$\max_\mathsf{Q} \mathsf{E}_\mathsf{Q}[X] - \alpha(\mathsf Q)$
12499,$x=S^{-1}(g^{-1}(u))$
12500,$B(p)$
12501,$s_R=1$
12502,$t_* \le t^*$
12503,$q(0)$
12504,$\bar P(\infty)=\mathsf{E}[q(U)\phi(U)]$
12505,$\mathbf S=\mathbf C\mathbf C^t$
12506,$=\mathsf{E}(X_i(a))$
12507,$v_k(x)=x^k$
12508,$0.2= 0.25/1.25$
12509,"$\bar P_{0,0}$"
12510,$E[M_\tau] \ge 1$
12511,"$(\s, 4-\s)$"
12512,$x\mapsto \mathsf{E}(X_i\wedge x)$
12513,$\kappa_{T_\nu}(y)$
12514,$\mathsf{Pr}(X\in A)=0$
12515,$Y_1=X_1 + \dots + X_n$
12516,$a(f)=\dfrac{gs_g}{1-f-fgs_g}$
12517,$\alpha > 2$
12518,"$H(A, L, t)$"
12519,$\rho(-1_{A^c}) = \rho(-1_{B_l} - 1_{B_r}) = \rho(-1_{B_l}) + \rho(-1_{B_r})$
12520,$g(uv)\le g(u)g(v)$
12521,"$p_1\in(0,1)$"
12522,$p<0$
12523,$\beta=\dfrac{c_1-c_2}{c_1+c_2}$
12524,$N':=kNT$
12525,"$F_{df_m,df_e}=df_e/(df_2-2)$"
12526,$\rho_c(X)$
12527,$\nu^{\star}$
12528,$p-1=28$
12529,"$f_x(x_i, \hat x_i)$"
12530,$Z(u)=sum_i u_iX_i$
12531,"$(rep.east) + (1.5,  1.5)$"
12532,"$\Omega=\{ 1,2,3,4,5,6 \}$"
12533,$\mu_0=\mu_1$
12534,$X_t=\mathsf E[q(W_T) \mid B_t]$
12535,$r_s$
12536,$R_1(t)= \bar P^a_1(t)/(1-t)$
12537,$s_R < s_e < s^\star < s_u < 1$
12538,$(1 - \nu F(a))$
12539,$m_3 := m_2$
12540,"${1+1}*(1,.5)$"
12541,$X(\mathbf{v})=\sum_i v_iX_i$
12542,$(r_1+r_2)/2$
12543,$\rho_1(X)(U_1)$
12544,$\mathsf{E}(X) = \displaystyle\int_0^\infty xf(x)dx = -xS(x)\vert_0^\infty + \displaystyle\int_0^\infty S(x)dx = \displaystyle\int_0^\infty S(x)dx$
12545,"$\mathbf{T_0}=(\mathsf{TVaR}_{p_j}(X_i))_{i,j}$"
12546,$D=\sum_{i\in I} D_i$
12547,$\mathsf{E}_\mathsf{Q}[Y\mid X]\mathsf{E}[Z\mid X] = \mathsf{E}[YZ \mid X]$
12548,$R^S=g^{kS}$
12549,$ is the MGF of a gamma with shape $
12550,$\mathsf{E}[X_i (X\wedge a)/X \mid X=x] = \mathsf{E}[X_i\mid X=x]  (x\wedge a)/x$
12551,$GF$
12552,$0<t<0.5$
12553,"$f(t)=a(tx_1,\dots, tx_n)=ta(x_1,\dots, x_n)$"
12554,$\left.\dfrac{y\mu^{1-p}}{1-p} + \dfrac{\mu^{2-p}}{2-p}  \right)$
12555,"$X(t_1,\dots,t_n)=\sum t_iX_i$"
12556,$\mathbf{B}'(0) = -3\mathbf{P_0}+3\mathbf{P_1}$
12557,$1+\mu^2-\sqrt{1+\mu^2}$
12558,$\rho(X)=E(gX)$
12559,$(r-\sigma^2/2)t$
12560,"$mu\in\mathscr{P}[0,1]$"
12561,$\int_0^1 xj(x)dx<\infty$
12562,$=\iota=$
12563,"$X\wedge 1:=\min(X,1)$"
12564,$\rho(\nu Z) \le \nu\rho(Z)$
12565,$\mathsf{E}[YZ]\le 0$
12566,$t<0$
12567,$7;500 as supporting surplus. The \$
12568,$h_j(x)$
12569,$Y=0$
12570,$\mathcal F_2$
12571,$0\le x\le 1000$
12572,$\mathsf{Var}(X_\nu)=\nu\mathsf{Var}(X_1)$
12573,$BCD$
12574,"$\Delta=\{(\omega,\omega) \mid \omega\in\Omega\}$"
12575,$R(0.25)$
12576,$q_Y(1-U)$
12577,$\log(\mathit{ROL}) = a + b \log(\mathit{EL}) + b X$
12578,$(\mathsf{E}[X_i]-\mathsf{E}[X_i(a)]/\mathsf{E}[X_i]$
12579,$\mathsf{Pr}r(Y\le a)=\exp(-\lambda (1-F(x)))=\exp(\lambda (\int_0^x f(s)ds -1))$
12580,"$\mathsf{biTVaR}_{0,1}^w$"
12581,$\phi_R = (1-T_{R-1})/s$
12582,$g'(s)=\alpha s^{\alpha-1}$
12583,$\sigma(Y)$
12584,$1-S(a)=F(a)=(\nu + \delta)F(a)$
12585,"$Z_2:=\sum_{t+d=2} Y_{t,d}$"
12586,$\lambda / p$
12587,$\alpha < 0)$
12588,$P(E)$
12589,$t > 1/3$
12590,$B \in\mathcal B_p$
12591,"$(y,x)$"
12592,$0 < s < 1$
12593,$1/\beta$
12594,$\alpha_\epsilon=\alpha$
12595,$X'\Delta g(S)$
12596,$\mathsf{E}[X\mid T=t]$
12597,"$(A.north east)+(0.1, -0.05)$"
12598,"$(0,1,2,3,4,8,8,8,8,9)$"
12599,"$C(S_0, a, t)$"
12600,$W_0=Y_{0} + W_1$
12601,$\{s_j\}$
12602,$A=\bigcup_i A_i$
12603,$t > 2/3$
12604,$\sigma=2.58$
12605,$G>c(x)$
12606,$=\exp(8.7103 + \mathsf{Pr}hi^{-1}(0.995)\times 1)$
12607,$A\subset \Omega$
12608,"$p=1,2$"
12609,$g^1(s_{R+1})=g^2(s_{R+1})=g_{R+1}$
12610,$xy^4 / (x^2 + y^8)$
12611,$f_x$
12612,$X(\omega)=q(T(\omega))$
12613,$0.33$
12614,$\mathsf{E}(X_i/X ; X > a)$
12615,$s_1 > s_0^2$
12616,$\mathsf{Var}(\sum C'_i)=v_{res}^2 \sum c_i^2$
12617,$\mathsf{Q}'(\Omega_a) =\mathsf{Q}(\Omega_a)$
12618,$A = \alpha(X)$
12619,$t=0.06405$
12620,"$ also gets more precise. For example, with $"
12621,$F(x)=\mathsf{P}(\{X\le x\})$
12622,"$5,000 and \$"
12623,$X ^ a = \displaystyle\sum X_i(a)$
12624,$Q_1=0.125$
12625,"$[s_0=0,s_R<1]$"
12626,"$(m,p)$"
12627,$\bar P=\bar P_1+\bar P_2$
12628,$\| Z \|^*= \sup \{ \mathsf{E}[YZ] \mid \| Y \| \le 1 \}$
12629,$M_i=\beta_ig(S)-\alpha_iS$
12630,$S_g = g\circ S$
12631,$s=s(Z_i)$
12632,$\sigma_1=0.5$
12633,"$(-1/2,0)$"
12634,$g''(p)=-\phi'(1-s)\le 0$
12635,"$\mathsf{biTVaR}_{0,1}$"
12636,$\rho_{(g)}(X)=\int xg'(S(x))f(x)dx$
12637,$\rho(X)=\rho_{m_0}(X)$
12638,$\tpx=e^{-1}$
12639,"$(3,4)$"
12640,$\approx\sqrt{2Np}$
12641,$\mathbf R_{\ge 0}$
12642,$g_0$
12643,$P(\hat s)=\mathsf{E}[\hat s]=s$
12644,$\rho(X)=-\tilde\rho(-X)$
12645,"$F_X,q_X$"
12646,$f(y;\mu)=tbd$
12647,$X_i\sim X$
12648,$D$
12649,$\mathsf{EE}=\mathsf{F}'\mathsf{F}$
12650,$=\mathrm{MV}(X\wedge a)$
12651,$\mu_=0.03$
12652,$=P=\mathrm{MV}(X\wedge a)$
12653,$\Delta \tilde p\times T$
12654,$a=a(\mathbf{v})$
12655,$L_0$
12656,"$P_i = E[X_i g'S(X)] = \int g(S(x))\,dx = \int x_ig'S(x)f(x)\,dx$"
12657,$\rho\mapsto a^\rho(\ \cdot\ ;\ \cdot\ )$
12658,$0\le\beta<1$
12659,$Q_P=a-P_P$
12660,$\downarrow$
12661,$\mathsf{E}[\log(X)]$
12662,"$X=X(U_1, U_2, U_3)$"
12663,$\nabla_x f= \nabla_xq_\alpha -\nabla_x G$
12664,$v-\nu^*=\delta^*-d$
12665,$\mathsf{E}[X_i /X \mid X]$
12666,$\sup_n \| X_n \|< \infty$
12667,$\mathsf{E}[X|X>x]=x+\mathsf{E}[X]$
12668,"$u,v$"
12669,$X=C(\bar x)+N(\bar x)=$
12670,$S(x)=(k/(k+x))^\beta$
12671,$\lim_{t\downarrow 0} F(x+t)=F(x)$
12672,$g(x)\ge x$
12673,$\epsilon_-$
12674,"$0,0,0,1,2,5,8,12,23,40$"
12675,"$\zeta=(5,4,3,2,1)$"
12676,$\mathsf{E}\_\mathsf{Q}[(X\wedge a)\_2(a)]$
12677,$\beta$
12678,"$(A.north east)+(0.2, -0.05)$"
12679,$\mathsf{E}[X_1\wedge 2272] = 732.3$
12680,$\lfloor x \rfloor$
12681,$\hat\rho_{\omega_I}(X)=\hat\rho(X)$
12682,"$(fun2a.south west)+(0,-2*\ )$"
12683,"$2 Billion. The CEA must obtain reinsurance contracts in an amount of at least 200 percent of the total initial cash contributions from participating insurers. To meet this requirement, the CEA has obtained a two-year contract for $"
12684,$a\ge c$
12685,$=1-\nu F(a)$
12686,"$\forall E\in\mathcal{A},\ \exists N\in\mathcal{B}:\ QN=0$"
12687,$\mathsf{TVaR}_{0.95}(Y)=0.8\mathsf{E}[X]=2000$
12688,"$j=7,8,9$"
12689,$\hat\mu=y$
12690,$X_i(x_i)$
12691,$P + \rho_i(F_i) < \rho_i(X_i) \iff  P < \rho_i(X_i) - \rho_i(F_i)$
12692,${}^{[>58]}$
12693,$46.156+5.5=51.656$
12694,$r \approx 1.496 \times 10^{11} \ \text{m}$
12695,$\kappa_X(\theta)=\lambda(e^\theta-1)$
12696,$\bar P$
12697,$F_Y$
12698,$X\mid \mathscr F$
12699,$\psi=1_{A\times B}$
12700,$\sigma(1-t)=g'(t)$
12701,$1_{U<s}$
12702,$\sup X\le \sup Y$
12703,$C_c$
12704,$\rho(X_n)\not\to \rho(X)$
12705,$\theta = 0.487$
12706,"$\tilde F, \tilde S$"
12707,$0=\mathsf{Pr}r(X<1)<1/6=\mathsf{Pr}r(X\le 1)$
12708,$\sigma=1.9$
12709,$=\mathrm{WACC}/(1-\tau) - \iota_K$
12710,$\mathsf{Pr}r(X>a)=\mathsf{Pr}hi(-d)$
12711,$\sup$
12712,$w_i^y := f(X_i^y)/g(X_i^y)$
12713,$g(s)q$
12714,$-q_{-Y}^-(1-p)$
12715,$\mathsf{E}[X_i\mid X = x_p]$
12716,$\omega=\sqrt{s}$
12717,$\rho_c(Y)=\mathsf{E}[Y]$
12718,$\int_0^\infty g(S(x))dx$
12719,$\mathsf{E}[aX]=a\mathsf{E}[X]$
12720,$\mathsf{CTE}_p(X)=(12+25)/2=18.5$
12721,$\mathsf{Pr}(B\cap A)$
12722,$e^\theta/(1+e^\theta)$
12723,$Y\preceq_2 X$
12724,$r_f=0$
12725,$g''(t)=-\phi'(1-t)\le 0$
12726,$\lambda^Q$
12727,$P = \mathsf{E}[X] + \pi \mathsf{E}[|X-\mathsf{E}[X]|^p]^{1/p}$
12728,"$1,493.70 \$"
12729,$\mathsf{TVaR}_{p_j}$
12730,$ and the average thickness of the difference in support sets must be zero because the two support sets have the same measure $
12731,$g(0+)=\lim_{t\downarrow 0} g(t)\ge 0$
12732,$O(mn\times n^2)$
12733,"$k_1, k_2$"
12734,$n_i$
12735,$\mathsf{VaR}_p(X)$
12736,$(X_n)_{n \geq 1}$
12737,$\mathsf{E}[Z_j\mid X]$
12738,$p_i + \mathrm{Sh}(\eta_i)$
12739,$3000$
12740,$950\times 1.045^{-4}+100=896.63$
12741,$f_0\in L^1(\mathbb R)$
12742,$q \cdot X$
12743,$\rho^e(s)$
12744,$\mathsf{S}=\mathsf{C}'\mathsf{C}$
12745,$b=1-a$
12746,"$(I, \mathcal B, \mathsf P)$"
12747,"$L(e,t)\sim D(et, \phi)$"
12748,$\sigma_i$
12749,$-(1-v^n)$
12750,$R_1(t) < \rho(X_1)$
12751,"$\mu=10, \sigma=2$"
12752,"$1,9,4,4,2,$"
12753,"$\int |X_n(\omega) - X(\omega)| \,\mathsf{P}(d\omega)\to 0$"
12754,"$(\nu,\nu,\dots,\nu,\nu+10\delta)$"
12755,$1 \times 10^{24}$
12756,$\mathsf{TVaR}_p(X)=\mathsf{E}[X\mid X >\mathsf{VaR}_p(X)]=\sum_i\mathsf{E}[X_i\mid X>\mathsf{VaR}_p(X)]$
12757,$e^\mu$
12758,$\approx$
12759,$\mathsf{E}(X_i\mid X)$
12760,"$\eta\gg \zeta:[0,1]\to\mathbb{R}$"
12761,$1+x^2$
12762,$c^{p-2}\to\infty$
12763,$1+t$
12764,"$1,000,000/\$"
12765,$X_i=F_i^{-1}(u_i)$
12766,$E[X_1(a)]$
12767,$a(h_1+h_2)\le 2aw$
12768,$-\mathsf{E}_Q[-X]$
12769,$\preceq_2$
12770,$f(x)=\sin(x)$
12771,$(1+r)\mu$
12772,"$\rho(X,\mathsf Q)$"
12773,$\theta\in\Theta$
12774,$R_1(t)>tP(1)$
12775,$q < p$
12776,$\int_0^\infty xg'(S(x))dF(x)=\int_0^\infty g(S(x))dx$
12777,$(1-p)\gamma(dp)$
12778,$i=r$
12779,$A)$
12780,$\bar P_{d}=\rho(Y_{d})$
12781,$\mathsf{E}[X\mid Y=y]$
12782,"$(\omega'=1, \omega'')\in B_k$"
12783,$q_p(\mathbf{x})=\mathsf{VaR}_p(X(\mathbf{x}))$
12784,$R_2(t)$
12785,$\theta < 1$
12786,"$(Bob) + (0,-2)$"
12787,$\mathcal{A}_{\rho} = \{ X \mid \rho(X) \le 0 \}$
12788,$P_j=\sum_{i=0}^j p_i$
12789,$P(X_{-1}\wedge a)$
12790,$\mathbf{P_i}$
12791,"$[s_R,1]$"
12792,$\phi'(p)\ge 0$
12793,$\rho^E_R(t)$
12794,$X=q(\omega)$
12795,$t=\pm 3$
12796,$(0.5)(20)+(0.5)(30)=25$
12797,$R^2=0.82$
12798,"$\mathrm{Tw}_{3-p}(\mu, \sigma^2)$"
12799,$X \times Z$
12800,$0.45 \times 8.6 = 3.9$
12801,$1500 \times (0.1075 - 0.017) = 135.75$
12802,"$X), log(d$"
12803,$k =(A-\mu_U)/\sigma_U$
12804,$\mathsf{E}_Q[X]=-E_Q[-X]$
12805,$P(t)>(1-t)P(0)+tP(1)$
12806,$1/\nu=1+\rho$
12807,$\rho(X)=\mathsf{E}_\mathsf{Q}[X]=\mathsf{E}[XZ]$
12808,$L+1$
12809,$M=\sum_i M_i$
12810,$R_2(t)\approx \mathsf{E}[X_2]$
12811,$t\mapsto e^{-2\pi it}$
12812,$\mathcal M_\rho\subset\mathcal M$
12813,$h(s)$
12814,$W'\subset\mathcal W$
12815,${}^{[>109]}$
12816,$\mathcal F_1 = \sigma(N)$
12817,$\mathsf{TVaR}_1(X)=\max(X)$
12818,$m=m_1/a$
12819,$s_R \le t < s^\star < s \le s_m=1$
12820,$B=\{ \omega\in\Omega \mid \zeta(\omega)>0 \}$
12821,"$\Vert X \Vert = \mathrm{ess\,sup}(|X|)$"
12822,$U = X\wedge A$
12823,$p=0.8$
12824,$1\le x \le 2$
12825,"$(s_{R+1},g_{R+1})$"
12826,"$a, b$"
12827,$g(S_{\mathsf{j}(a)})(a-X_{\mathsf{j}(a)})=(0.5)(80-11)=34.5$
12828,$\xtext$
12829,$y_2$
12830,$j=7$
12831,$\mathbf {X_1/X}$
12832,$1=S(a) + \delta F(a) + \nu F(a)$
12833,$\mathsf E[XY]\not=\mathsf E[X]\mathsf E[Y]$
12834,$\rho(X+tY)\ge \mathsf{E}_{\mathsf Q_X}[X+tY]$
12835,$kS=m+Ra$
12836,$\sum \alpha_i=1$
12837,$\mathbb{R}_+=[0\infty)$
12838,$\mathsf{E}_\mathsf{Q}[0]=0$
12839,$X(\omega)\ge a'$
12840,$\delta_p+\nu_p=1$
12841,$a_t$
12842,$Z=g'(S(X))$
12843,$\rho(0)=\rho(0+0) = \rho(0) + \rho(0)$
12844,$S=T=$
12845,"$(s_j,g_j=h_j)$"
12846,$N_t = 1$
12847,$a=\mathsf{TVaR}$
12848,"$(X', Y')$"
12849,$e^{\mu+\sigma^2/2}$
12850,$0.03$
12851,$\rho(B(s_u)) - \rho(B(s_l))$
12852,$\rho(X)=  (1+r_f)^{-1}\mathsf{E}_Q(X)$
12853,$a\theta^2=c$
12854,$\omega_I > s$
12855,$(1-\nu_p-il_p)/(\nu_p-l_p)=\iota_{1/2}$
12856,"$\mathsf{z}=(z_1,\dots,z_k)$"
12857,$g(S)\Delta X$
12858,$\phi(p)=g'(1-p)=b(1-p)^{b-1}$
12859,"$(2, 3)$"
12860,$LR_{PH}$
12861,$\sum_i \mathsf{Var}(X_i)<\infty$
12862,$\kappa'(\theta)=-\dfrac{1}{\theta}$
12863,$\rho(-k_i 1_{A_i}) \le c < 0$
12864,$     | \$
12865,$1/s$
12866,"$\mathsf P,\mathsf Q_2,\dots,\mathsf Q_r$"
12867,$\mathsf{Pr}i^b_{m}(X)$
12868,$s>{s_equity}$
12869,"$\subset [\essinf X ,\mathrm{ess\,sup} X]$"
12870,"$(fun2.north west)+(-\ , \ )$"
12871,$\pi_X(t)\le \pi_Y(t)$
12872,$\rho_\mu$
12873,$Y=\sum_i X_iY_i$
12874,$m(1-m)$
12875,$u_3$
12876,$(dt)^{3/2}$
12877,$R_1(t_1-\epsilon)<R_1(t_1)=R_2(1)$
12878,$\mathbf {Q=1-g(S)}$
12879,$\sum_i \alpha'_i(x)=0$
12880,$x/(1+x^2)$
12881,$Z=0$
12882,$\rho(X-\rho(X))=0$
12883,$P(\cdot | \mathcal{G})(\omega)$
12884,$\int_0^1 μ(dt) = 1 - α < 1$
12885,$p_1=1$
12886,"$\forall \omega\not=\omega',\ \exists G\in\mathscr{G}:\ 1_G(\omega)\not=1_{G'}(\omega')$"
12887,$\mathsf{E}[U]\ge (1-\epsilon)\mathsf{E}[X]$
12888,$x_0>a_1$
12889,$\kappa=0$
12890,$LR_{CCoC}$
12891,$X=30$
12892,$p_i \le p^* \le p_j$
12893,$\rho(X+Y)=\rho(X) + \rho(Y)$
12894,"${}^{[<37,38]}$"
12895,"$\Omega\subset (0,b)$"
12896,"$6,000,000,000) for the last 180 days of any calendar year, the board shall relieve all participating insurers of their obligation to pay additional earthquake loss assessments under this chapter, by an amount equal to the amount of available capital in excess of six billion dollars ($"
12897,$10^2 - 10^4$
12898,"$19,760,000 |       15.4% |          $"
12899,$\rho(X)=50=:r$
12900,$L'=L'(s)$
12901,$f\in  L^1(\mathbb R)$
12902,"${}^{[<67,49]}$"
12903,$\mathit{RDS}_k$
12904,$\rho_{m_i}(Y)\ge \rho(Y)-2^{-i}$
12905,$=\mathsf{E}[X_i/X \mid X > a]$
12906,$X_1 = fI + N$
12907,$l(t)$
12908,$N(1-p)$
12909,$\rho_\theta(X) \equiv \theta\mathsf{TVaR}_{0}+(1-\theta)\mathsf{TVaR}_{1}$
12910,"$\iota_1, \dots, \iota_m$"
12911,$10^{-6} - 10^{-3}$
12912,$P =\{ Q \mid dQ/dP \le k \}$
12913,$\mathsf{E}[X]=\int_0^1 q(p)dp$
12914,$\partial d/\partial\mu=-2(y-\mu)$
12915,$\rho(X)=P$
12916,$=\mathrm{MV}(a-X)^+$
12917,$1/n$
12918,"$d(g(S(x)))/dx=-g'(S(x))\,dF/dx$"
12919,$8.617 \times 10^{27}$
12920,"$4,429. This gives a risk load of \$"
12921,$X(\omega) \le Y(\omega)$
12922,$\rho(X_0) = \mathsf{E}[X_0Z]$
12923,$\mathsf{TVaR}_p(X) = \mathsf{VaR}_p(X)$
12924,"$\langle \zeta_{\bar x}, N(\bar x) \rangle$"
12925,$(u_2-u_1)/(u_3-u_2)$
12926,"$100,000, \$"
12927,$\rho(\mathsf E[X\mid \mathscr F])\le \rho(X)$
12928,$E\cap U_0=E$
12929,$l(kX)=k\rho(X)$
12930,$\int_0^q = \int_0^{\mathsf{E}_q(X_2)} + \int_{\mathsf{E}_q(X_2)}^q$
12931,$L_d^{d+l}(x)=(x-d)^+ \wedge l$
12932,$q(\epsilon)=q+\epsilon\mathsf{E}_q(X_1)$
12933,$0<a<1$
12934,$\log_{10}(N(m))) \propto -bm$
12935,$s_0<s<s_1$
12936,$v(\emptyset) =0$
12937,$w=w f(1)=w f(1)+(1-w)f(0) \le f(w 1 + (1-w)0)= f(w)$
12938,$1=P(a)+Q(a)=S(a)+M(a)+Q(a)$
12939,$T_*$
12940,$\mathsf E[(X-X_1)]=0$
12941,$\max(X)$
12942,$L_a^y$
12943,$2^{402653211}$
12944,$ Integration by parts shows $
12945,$c(X(\mathbf v))$
12946,$X+Y$
12947,$\rho(X^{\oplus n}) \ge \rho(X^{\oplus n-1}) + \mathsf E[X] > \rho(X^{\oplus n-1})$
12948,$\mathsf{P}(\omega_H)=pQ$
12949,$[0; -k]$
12950,$X \mapsto X + a$
12951,$X(a)=a=90$
12952,$\sum_{i}U_{i} = U$
12953,$g(X_n)=1$
12954,"$p=0,1$"
12955,$\rho(X) =\mathsf{TVaR}_p(X)$
12956,"$a\,\mathsf{E}\left[\dfrac{X_1}{X}\mid X\ge a  \right]$"
12957,$p_{j-}< p_j < p_{j+}$
12958,$1  = m(x) + \nu F(x) = S(x)+\delta F(x) + \nu F(x)$
12959,$L_c$
12960,$\mathit{MV}_{ro}(a) = a-\rho(X_{-1}\wedge a)$
12961,$X>x$
12962,$S_0 X_0 = S_n X_n = 0$
12963,$y\in\Omega$
12964,$P = \mathsf{E}[X] + \pi\mathsf{E}[X]$
12965,$f_{X+Y}$
12966,$1=\sum_i \alpha_i(x)=\sum_i \mathsf{E}\left[\frac{X_i}{X}\mid X=x\right]$
12967,$\mathscr{F}\otimes\mathcal{B}$
12968,$R^2=0.892$
12969,"$\sigma=0.5, 1.0$"
12970,$10^{32}$
12971,"$a(x_1,x_2)=\sqrt{3x_1^2 + 4x_2^2}$"
12972,$2/3$
12973,$\bar Q'(x)=Q(x)$
12974,$Z'(g(s))g'(s)=Z'(s)$
12975,$1/4\le s\le 1$
12976,$G(\bar x)$
12977,$m(1+m/\lambda)^2$
12978,$\int Zd\mathsf P=1$
12979,$\delta > 0$
12980,$R_1(t)<\mathsf{E}[X_1]$
12981,$f^T$
12982,$L_2$
12983,$\mathsf{var}(X)=\mathsf{E}(X^2)-(\mathsf{E}(X))^2=\mathsf{E}((X-\mathsf{E}(X))^2)$
12984,$t > s*$
12985,$l + sX$
12986,$d-1$
12987,"$g, g^2, \dots,g^{q-1}, g^q\equiv 1$"
12988,"$\alpha,\beta,\kappa$"
12989,$Z^*=\mathsf{E}[Z\mid X]$
12990,$Y_s$
12991,$\alpha < 0$
12992,$g(a)=a$
12993,$\mathsf{VaR}_\pi(X)$
12994,$T'(p) = (T(p) - q(p)) / (1 - p) > 0$
12995,$R_1(1)=\bar P^a_1(1)$
12996,"$\Omega=\{1,2,3 \}$"
12997,"$I=[0,P)$"
12998,$X_1=s$
12999,$0                     | \$
13000,$Var(G)=c^2$
13001,"$(X_i,Y_i)$"
13002,$\rho(X)\not=\sum_i\rho(X_i)$
13003,$r=d/v$
13004,$\mathsf{Pr}r(p(\omega)=0)=0$
13005,$S(x_{i-1})-S(x_{i})=S(x_i-(x_i-x_{i-1}))-S(x_i)=-S'(x_i)(x_i-x_{i-1})=f(x_i)(x_{i}-x_{i-1})$
13006,$\alpha \le 1$
13007,$\mathsf{TVaR}_0=\max(X)$
13008,$N(a):=\int_0^a F(x)dx=a-\mathsf{E}[X\wedge a]$
13009,$X(\cdot)$
13010,$T_i\circ T$
13011,$\alpha\le -1$
13012,$a<100$
13013,$S_{X\wedge a}(x)=0$
13014,$P(t)<P(1)$
13015,$\mathsf{E}(G)=1$
13016,$E\cup F\in R$
13017,$\alpha_i(x)S(x)=\mathsf{E}[(X_i/X)1_{X>t}]$
13018,$G=X_1+X_2$
13019,$q_Z(U)$
13020,"$[0, \infty)$"
13021,$Q = 5.0449$
13022,$1-p \ge g^{-1}(1-p) \implies 1-g^{-1}(1-p) \ge p \implies q(1-g^{-1}(1-p))>q(p)$
13023,$f:\mathbb{R}\to\mathbb{R}$
13024,$\rho_2$
13025,"$\zeta, \zeta_t\ge 0$"
13026,"$p=0.98,0.99$"
13027,"$(3,6-4.724)$"
13028,$s=0.9$
13029,$Q_{1}\Delta X$
13030,"$(\Omega, \mathscr{F}, \mathsf{Pr}, \{\mathscr{F}_t\}_{t \geq 0})$"
13031,$M_X(t)^n$
13032,"$X_{t,d+1}$"
13033,$\mathsf{E}[X]+kR(X)$
13034,$\phi(0)=\mu(\{0\})$
13035,$\mu = \nu$
13036,"$\mathsf E[X] \le \mathsf E[\rho(X, P_I)] \le \rho(X)$"
13037,$\mathsf{E}[e^{hX}] = \exp(h\mu+\sigma^2h^2/2)$
13038,$\frac{1}{2}kT$
13039,$1 \times 10^{20}$
13040,$\mathit{NPV}_1 = 0$
13041,$Q=\nu\mathsf{XTVaR}$
13042,"$X \sim \mathrm{Tw}_p(\mu, \sigma^2)$"
13043,$G=N+C$
13044,$RB$
13045,$\mathsf{E}(X)=\mathsf{E}(X\wedge k) + \mathsf{E}(X-k)_+$
13046,$=\displaystyle\int_0^\infty x \mathsf{Pr}_X(dx)$
13047,$g(s)=\mathsf{Pr}hi(\mathsf{Pr}hi^{-1}(s)+λ)$
13048,$\mu < \frac{1}{2} \sigma^2$
13049,$\mathsf{TVaR}_{0.75}(X_1)=10$
13050,$R_2(1) = \bar P^a_2(1)$
13051,$\exists \mu$
13052,$X_0=\mathsf E[X]$
13053,$\bar S(a) = \int_0^a S(x)dx$
13054,"$\mathsf{biTVaR}_{0,p}^w(X)$"
13055,$\mathbf {g_4(s)=s^{0.9}}$
13056,$g(S(x)$
13057,$\rho(X)=\mathsf{TVaR}_p(X)$
13058,$\zeta_1=0.15$
13059,$p_1<1$
13060,$0<z<1$
13061,$PV(L) / (1-e-\pi)$
13062,$X_S$
13063,$p \mathrm{Sh}(\omega)/(1-\alpha)$
13064,$g(s)=\dfrac{s+\iota}{1+\iota}$
13065,$g'(1)>0$
13066,$F_0 = \bar P_{act}-\bar P = R-\bar M$
13067,$\rho(X)=x_p$
13068,$\zeta_2=\sin(\theta\pi/2)$
13069,$P=\mathsf{E}[U]+R$
13070,$(\bar\alpha+1)/\bar\alpha=1/(2-p)$
13071,$x<1$
13072,$p^*\le p$
13073,$x=a$
13074,$-iv$
13075,"$f(\cdot, \omega)$"
13076,$g(1)-g(0)=1$
13077,$g(x) = \mathsf{Pr}hi(\mathsf{Pr}hi^{-1}(x) + h)$
13078,$X\mapsto\int X(\omega)Z(\omega)\mathsf(d\omega)$
13079,$\mathsf{SRM}$
13080,$R^2={gres.rsquared:.2f}$
